DRUGID,SMILES
C4XDU8,C[C@H]([C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CC3=CN=CN3)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)C(CNC(=O)CCC(=O)N[C@@H](CCCCN)C(=O)N[C@H](CC4=CC=CC5=CC=CC=C54)C(=O)N[C@@H](CC6=CC=CC=C6)C(=O)N[C@H](CC7=CNC8=CC=CC=C87)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N)NC(=O)C)O
COK5L4,CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC1=CNC2=CC=CC=C21)C3=NN=C(N3CC4=CC=C(C=C4)OC)[C@@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CCCCN)N)NC(=O)C
C06JWX,CC(C)C[C@@H](C(=O)N)NC(=O)C(CC(C)C)C(=O)N[C@H](CC1=CNC2=CC=CC=C21)C3=NN=C(N3CC4=CC=C(C=C4)OC)[C@@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CCCCN)N
CZA7Y9,CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC1=CNC2=CC=CC=C21)C3=NN=C(N3CC4=CC=C(C=C4)OC)[C@@H](CC5=CNC6=CC=CC=C65)NC(=O)C(C)(C)N)NC(=O)C
C2TGW6,CC(C)C[C@@H](C(=O)OC)NC(=O)C(CC(C)C)C(=O)N[C@H](CC1=CNC2=CC=CC=C21)C3=NN=C(N3CC4=CC=C(C=C4)OC)[C@@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CCCCN)N
C27NUT,C1[C@@H]([C@H](C2=CC=CC=C21)NC(=O)C3=C(C=CN=C3)N)NC(=O)C4=CC5=CC=CC=C5N4
C54ACE,CC1=CC2=C(C=C1)NC(=C2)C(=O)N[C@H]3CC4=CC=CC=C4[C@@H]3NC(=O)CCN(C)C
CAB18Y,CC1=CC2=C(C=C1)NC(=C2)C(=O)N[C@H]3CC4=CC=CC=C4[C@@H]3NC(=O)C5=C(C=CN=C5)N
C8N5JL,CN1CC[C@H](C1)C(=O)N[C@@H]2[C@H](CC3=CC=CC=C23)NC(=O)C4=CC5=C(C=C4)N(C=C5)C
C76GPL,CC1=CC2=C(C=C1)NC(=C2)C(=O)N[C@H]3CC4=CC=CC=C4[C@@H]3C(=O)N[C@H]5CCCN(C5)C
CMP8T0,C1[C@@H]([C@H](C2=CC=CC=C21)NC(=O)C3=C(C=CN=C3)N)NC(=O)C4=NC5=CC(=C(C=C5N4)F)F
C6LXA0,CN1CCC[C@H](C1)C(=O)N[C@@H]2[C@H](CC3=CC=CC=C23)NC(=O)C4=CC5=C(C=C4)N(C=C5)C
CU81XO,CN1C=CC2=C1C=CC(=C2)C(=O)N[C@H]3CC4=CC=CC=C4[C@@H]3NC(=O)[C@@H]5CNCCO5
C3YMF2,CN1C=CC2=C1C=CC(=C2F)C(=O)N[C@H]3CC4=CC=CC=C4[C@@H]3NC(=O)C5=C(C=CN=C5)N
CAF83G,CN1C2=CC=CC=C2C=C1C(=O)N[C@H]3CC4=CC=CC=C4[C@@H]3NC(=O)CCNCCOC
C0JZA8,CN1CCCO[C@H](C1)C(=O)N[C@@H]2[C@H](CC3=CC=CC=C23)NC(=O)C4=CC5=C(C=C4)N(C=C5)C
C30MRB,CN1C2=CC=CC=C2C=C1C(=O)N[C@H]3CC4=CC=CC=C4[C@@H]3NC(=O)C5=C(C=CN=C5)N
C8QJW2,CN1CCC[C@H]1CC(=O)N[C@@H]2[C@H](CC3=CC=CC=C23)NC(=O)C4=CC5=C(C=C4)N(C=C5)C
CHG09C,CN(C)CCC(=O)N[C@@H]1[C@H](CC2=CC=CC=C12)NC(=O)C3=CC4=CC(=C(C=C4N3)F)F
CAW62C,CC1=CC2=C(C=C1)NC(=C2)C(=O)N[C@H]3CC4=CC=CC=C4[C@@H]3NC(=O)[C@@H]5CNCCOC5
C90KIG,CN1CCO[C@H](C1)C(=O)N[C@@H]2[C@H](CC3=CC=CC=C23)NC(=O)C4=CC5=C(C=C4)N(C=C5)C
CZ7IP5,CC1=CC2=C(C=C1)NC(=C2)C(=O)N[C@H]3CC4=CC=CC=C4[C@@H]3C(=O)N(C)CCN(C)C
C1J0BV,CC1=CC2=C(C=C1)NC(=C2)C(=O)N[C@H]3CC4=CC=CC=C4[C@@H]3NC(=O)[C@@H]5CN(CCO5)C
C9K4AQ,CN1CC[C@@H](C1)C(=O)N[C@@H]2[C@H](CC3=CC=CC=C23)NC(=O)C4=CC5=C(C=C4)N(C=C5)C
CR9DQ8,C1CNC[C@H]1C(=O)N[C@@H]2[C@H](CC3=CC=CC=C23)NC(=O)C4=CC5=C(N4)C=CC(=C5)F
CFG2A0,CC1=CC2=C(C=C1)NC(=C2)C(=O)N[C@H]3CC4=CC=CC=C4[C@H]3C(=O)NCCN(C)C
CQVJ40,C1[C@@H]([C@H](C2=CC=CC=C21)NC(=O)C3=C(C=CN=C3)N)NC(=O)C4=CC5=C(N4)C=C(C=C5F)F
CU80KI,CN1C=CC2=CC(=C(C=C21)F)C(=O)N[C@H]3CC4=CC=CC=C4[C@@H]3NC(=O)C5=C(C=CN=C5)N
CFZJ34,CN(C)CCNC(=O)[C@@H]1[C@H](CC2=CC=CC=C12)NC(=O)C3=CC4=CC=CC=C4N3
CG40FJ,CN1CCC[C@@H](C1)C(=O)N[C@@H]2[C@H](CC3=CC=CC=C23)NC(=O)C4=CC5=C(C=C4)N(C=C5)C
CF0V3H,CN1C=CC2=CC(=CC(=C21)F)C(=O)N[C@H]3CC4=CC=CC=C4[C@@H]3NC(=O)C5=C(C=CN=C5)N
CWT43A,CC1=CC2=C(C=C1)NC(=C2)C(=O)N[C@@H]3CC4=CC=CC=C4[C@H]3NC(=O)CCN(C)C
C4DMP9,C1[C@@H]([C@H](C2=CC=CC=C21)NC(=O)C3=C(C=CN=C3)N)NC(=O)C4=CC5=C(N4)C=CC(=C5)C#N
CY75UJ,CN1CCCCC(C1)C(=O)N[C@@H]2[C@H](CC3=CC=CC=C23)NC(=O)C4=CC5=C(C=C4)N(C=C5)C
C03WXR,CC1=CC2=C(C=C1)NC(=C2)C(=O)N[C@H]3CC4=CC=CC=C4[C@@H]3NC(=O)[C@@H]5CN(CCOC5)C
CF7GE0,CN1CCCO[C@@H](C1)C(=O)N[C@@H]2[C@H](CC3=CC=CC=C23)NC(=O)C4=CC5=C(C=C4)N(C=C5)C
CEY3A6,CN1CCO[C@@H](C1)C(=O)N[C@@H]2[C@H](CC3=CC=CC=C23)NC(=O)C4=CC5=C(C=C4)N(C=C5)C
CN70VQ,CC(=O)N1CCO[C@@H](C1)C(=O)N[C@@H]2[C@H](CC3=CC=CC=C23)NC(=O)C4=CC5=C(C=C4)N(C=C5)C
CWO02C,CC1=CC(=NC=N1)C2=CC3=C(C=C2)C(CC3)N4CCC(CC4)N(C)C(=O)N[C@@H](CC5CC5)C6=C(C(=C(C=C6)OC)Cl)Cl
C3XBR0,CC1=CC(=NC=N1)C2=CC3=C(C=C2)C(CC3)N4CCC(CC4)N(C)C(=O)N[C@@H](CC5CC5)C6=C(C(=C(C=C6)C7=NC=CN=C7)Cl)Cl
C3QNO0,CC1=CC(=NC=N1)C2=CC3=C(C=C2)C(CC3)N4CCC(CC4)N(C)C(=O)N[C@@H](C)C5=C(C(=C(C=C5)C6CC6)Cl)Cl
CV85ZH,CC1=CC(=NC=N1)C2=CC3=C(C=C2)[C@@H](CC3)N4CCC(CC4)N(C)C(=O)N[C@@H](C)C5=C(C(=C(C=C5)C#CC6CC6)Cl)Cl
C35FBK,CC1=CC(=NC=N1)C2=CC3=C(C=C2)[C@@H](CC3)N4CC5(C4)CCN(CC5)C(=O)N[C@@H](C)C6=C(C(=C(C=C6)C7=NC=CN=C7)Cl)Cl
C06LYT,CC1=CC(=NC=N1)C2=CC3=C(C=C2)C(CC3)N4CCC(CC4)N(C)C(=O)N[C@H](C5=C(C(=C(C=C5)C6=NC=CN=C6)Cl)Cl)C(F)(F)F
CD5NG2,C[C@@H](C1=C(C(=C(C=C1)OC)Cl)Cl)NC(=O)N(C)C2CCN(CC2)C3CCC4=C3C=CC(=C4)Cl
CNIJ28,CC1=CC(=NC=N1)C2=CC3=C(C=C2)C(CC3)N4CCC(CC4)N(C)C(=O)N[C@@H](C)C5=C(C(=C(C=C5)OC)Cl)Cl
CM2HZ8,CC1=CN2C=C(N=C2S1)C(C)NC(=O)N(C)C3CCN(CC3)C
C06VYC,CC1=CC(=NC=N1)C2=CC3=C(C=C2)C(CC3)N4CCC(C(C4)(C)C)N(C)C(=O)N[C@@H](C)C5=C(C(=C(C=C5)C#CC6CC6)Cl)Cl
CB0LX5,CC1=CC2=C(C=C1)C(CC2)N3CCC(CC3)N(C)C(=O)N[C@@H](C)C4=C(C(=C(C=C4)OC)Cl)Cl
C8M9ZU,CC1=CC(=NC=N1)C2=CC3=C(C=C2)[C@H](CC3)N4CCC(CC4)N(C)C(=O)N[C@@H](C)C5=C(C(=C(C=C5)C#CC6CC6)Cl)Cl
CIL85G,C[C@@H](C1=C(C(=C(C=C1)OC)Cl)Cl)NC(=O)N(C)C2CCN(CC2)C3CCC4=C3C=CC(=C4)OC
CYKQ65,C[C@@H](C1=C(C(=C(C=C1)OC)Cl)Cl)NC(=O)N(C)C2CCN(CC2)C3CCC4=C3C=CC(=C4)N5N=CC=N5
CB4IN0,CC1=CC2=C(C=C1)C(CC2)N3CCC(CC3)N(C)C(=O)N[C@@H](C)C4=C(C(=C(C=C4)C#CC5CC5)Cl)Cl
CJ5K7A,C[C@@H](C1=C(C(=C(C=C1)C#CC2CC2)Cl)Cl)NC(=O)N(C)C3CCN(CC3)C4CCC5=C4C=CC(=C5)C6=NC=CC=N6
CRM2K5,CC1=CC(=NC=N1)C2=CC3=C(C=C2)C(CC3)N4CCC(CC4)N(C)C(=O)N[C@@H](C)C5=C(C(=C(C=C5)C#CC6CC6)Cl)Cl
CQ2N4K,CC1=CN2C=C(N=C2S1)CNC(=O)N(C)C3CCN(CC3)C
C1DZK8,CCN(C1CCN(CC1)C2CCC3=C2C=CC(=C3)C4=NC=NC(=C4)C)C(=O)N[C@@H](C)C5=C(C(=C(C=C5)C#CC6CC6)Cl)Cl
C7K8NJ,CC1=CC(=NC=N1)C2=CC3=C(C=C2)C(CC3)N4CCC(CC4)N(C)C(=O)N[C@@H](C)C5=C(C(=C(C=C5)N)Cl)Cl
CD2V3K,CC1=CC2=C(C=C1)C(CC2)N3CCC(CC3)N(C)C(=O)N[C@@H](C)C4=C(C(=C(C=C4)O)Cl)Cl
CT57AZ,CC1=CC(=NC=N1)C2=CC3=C(C=C2)C(CC3)N4CCC(CC4)N(C)C(=O)N[C@@H](C)C5=C(C(=C(C=C5)C(=O)OC)Cl)Cl
C6GEP2,C[C@@H](C1=C(C(=C(C=C1)C#CC2CC2)Cl)Cl)NC(=O)N(C)C3CCN(CC3)C4CCC5=C4C=CC(=C5)C6=CN=CN=C6
C3I8LB,CC1=CC(=NC=N1)C2=CC3=C(C=C2)C(CC3)N4CCC(CC4)N(C)C(=O)N[C@@H](CC5CC5)C6=C(C(=CC=C6)Cl)Cl
CB2T3U,CC1=CC(=NC=N1)C2=CC3=C(C=C2)C(CC3)N4CCC(CC4)N(C)C(=O)N[C@@H](C)C5=C(C(=C(C=C5)C#C)Cl)Cl
C7ZU8A,CC1=CC(=NC=N1)C2=CC3=C(C=C2)C(CC3)N4CCC(CC4)N(C)C(=O)N[C@@H](C)C5=C(C(=C(C=C5)C6=NC=CN=C6)Cl)Cl
C2W8HU,CCCC[C@@H](C(=O)N[C@@H]([C@@H](C)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N5CCC[C@H]5C(=O)N[C@@H]([C@@H](C)CC)C(=O)NCC(=O)O)N
CXC5Q2,CC(C)(C/C=C/C(=O)N(C)[C@H](CC1=CC2=CC=CC=C2C=C1)C(=O)N(C)CC3=CC=CC=C3)NC
D0S6AE,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=CC(=O)NC4=O)O)O)O)O
CVC6T8,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N
CRE90Y,CNC1=C2C(=NC(=N1)Cl)N(C=N2)CCC(COP(=O)(O)O)COP(=O)(O)O
C2F7DR,C1=CC=C(C=C1)NC(=O)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)OP(=O)(O)O)O)O
CM96ZK,C1=CC2=C(C=C1C(F)(F)F)N=C(S2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
CI9K1V,C1=C(C=C2C(=C1F)N=C(S2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)Cl
CM4K6R,C1=CC=C2C(=C1)N=C(S2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
CZE5Y1,CSC1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(CP(=O)(O)O)O)O)O)N
CODM63,[B]P(=O)(OP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O
C67WNM,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]4[C@@H]([C@@H]([C@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N
CR6W9O,CSC1=C(C=C2C(=C1)C=CN(C2=O)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)F
CXZ58T,C1=CC=C(C=C1)C[C@@H]2O[C@@H]3[C@H](O[C@H]([C@@H]3O2)N4C=NC5=C(N=CN=C54)N)COP(=O)(O)OP(=O)(O)O
CVC9D3,C1C2C1(C(C(C2N3C=NC4=C(N=CN=C43)N)O)O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O
C2D1MQ,C1=CC=C2C(=C1)C=CN(C2=O)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
CW2U7Z,C1=CC(=CC2=C1C=CN(C2=O)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)F
C42YBU,C1=CC(=CC2=C1C=CN(C2=O)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)Cl
C0IBA3,C1=CN(C(=O)C2=CC(=C(C=C21)F)F)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
CZD86A,CSC1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(CP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=C(N=C65)SC)N)O)O)[O-])O)O)N.[Na+].[Na+].[Na+].[Na+]
C4U6LZ,CSC1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)(CP(=O)([O-])OP(=O)([O-])OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=C(N=C65)SC)N)O)O)[O-])O)O)N.[Na+].[Na+].[Na+].[Na+]
CWR97Z,C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@H]([C@H]([C@@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]4[C@@H]([C@@H]([C@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N
CI83JW,C1[C@H]2[C@]1([C@H]([C@H]([C@@H]2N3C=NC4=C(N=C(N=C43)Cl)N)O)O)COP(=O)(O)O
C2O6TI,[B-]P(=O)(OP(=O)(CP(=O)([O-])OC[C@@H]1[C@H](C[C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)[O-])OP(=O)(CP(=O)([O-])OC[C@@H]4[C@H](C[C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+]
CJGE25,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(CP(=O)([O-])OP(=O)(CP(=O)([O-])OC[C@@H]4[C@H](C[C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)[O-])[O-])O.[Na+].[Na+].[Na+].[Na+]
CMB36I,[B]P(=O)(OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=CC(=O)NC4=O)O)O.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC
C5Y4ST,[B]P(=O)(OP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)O)OP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=CC(=O)NC4=O)O)O.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC
CJ8ZM1,[B-][P@@](=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)([O-])[O-].[Na+].[Na+].[Na+]
CY2I5K,[B-]P(=O)(OC[C@@H]1[C@@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)SC)N)O)O)OP(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+]
CJF1P4,CSC1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@@H]4C[C@@]4([C@H]([C@H]3O)O)COP(=O)(O)O)N
C3DV7K,C1[C@@H]2[C@]1([C@H]([C@H]([C@@H]2N3C=NC4=C(N=C(N=C43)Cl)N)O)O)COP(=O)(O)O
C9QR2A,[B][P@@](=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)Cl)N)O)O)OP(=O)(O)OP(=O)(O)O
C8HTZ1,[B][P@](=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O
C8H0CE,C1[C@@H]2[C@]1(C(C(C2N3C=NC4=C(N=C(N=C43)Cl)N)O)O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O
C1I6HS,CNC1=C2C(=NC=N1)N(C=N2)C3[C@@H]4C[C@@]4(C(C3O)O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O
C7C4UW,CSC1=NC(=C2C(=N1)N(C=N2)C3[C@@H]4C[C@@]4(C(C3O)O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)N
C3KN0U,CSC1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@@H]4C[C@@]4([C@H]([C@H]3O)O)COP(=O)(O)OP(=O)(O)O)N
CB8VW7,C1[C@H]2[C@]1(C(C(C2N3C=NC4=C(N=CN=C43)N)O)O)COP(=O)(O)OP(=O)(CP(=O)(O)O)O
CJO1P5,[B][P@@](=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O
CX13RQ,[B][P@](=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)Cl)N)O)O)OP(=O)(O)OP(=O)(O)O
COQJ62,CNC1=C2C(=NC(=N1)Cl)N(C=N2)C3[C@@H]4C[C@@]4(C(C3O)O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O
D02HAL,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O
D0BB0O,CSC1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N
D0U8HD,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)Cl)N
D02RXG,CN([C@@H]1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC6CC6)O)C(=O)/C=C/C7=COC=C7.Cl
D05GKD,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O
D09ZXR,CC1=CC(=CC(=C1C[C@@H](C(=O)N(CC2=CC(=C(C=C2)OC)C(=O)O)[C@@H](C)C3=NC=C(N3)C4=CC=CC=C4)N)C)C(=O)N
D0D1AL,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
D0D8DD,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC
D0E1WI,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
D0P6VV,C[C@]12CCCCC[C@H]([C@@H]1N)CC3=C2C=C(C=C3)O
D03PJU,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CC=C3)C(=O)OC
D07TQN,CN([C@H](CN1CC[C@@H](C1)O)C2=CC=CC=C2)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4
D0LX5D,C[C@H](C(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](CC3=CC=C(C=C3)O)N)NC(=O)[C@H](CC4=CC=C(C=C4)O)N
CAG0J1,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O
C3CU5L,C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCC(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](CC4=CC=C(C=C4)O)N
C3HB4V,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=CC=C4
CBLC72,CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=C(C=C5)O
C5HTX2,CC1=NN(C2=C1C(=O)CC(C2)(C)C)C3=CC=CC=C3Cl
C97LRS,CC1=CC=CC=C1N2C3=C(C(=N2)C)C(=O)CC(C3)(C)C
C3VFW0,CC1=NN(C2=C1C(=O)CC(C2)(C)C)C3=C(C=C(C=C3)Cl)Cl
CPW2B6,CC1=NN(C2=C1C(=O)CC(C2)(C)C)C3=CC=CC=C3Br
CLZ04O,CCC1=CC=CC=C1NC2=NC(=CS2)C3=C(N=C(S3)C)C
CY4FS5,CCC1=CC=CC=C1NC2=NC(=CS2)C3=C(N=C(S3)N)C
C6BDH3,CC1=CC=C(C=C1)C(=O)NC2=NC3=CC=CC=C3N2CCN4CCCC4
C0QU4L,CC1=C(SC(=N1)C)C2=CSC(=N2)NC3=C(C=C(C=C3)OC)OC
C8H0KW,CC1(CC2=C(C(C3=C(O2)CC(CC3=O)(C)C)C4=CC=C(C=C4)OCC5=CC=C(C=C5)F)C(=O)C1)C
C4U2MZ,CC1(CC2=C(C(C3=C(O2)CC(CC3=O)(C)C)C4=CC=C(C=C4)OCC5=CC=CC=C5F)C(=O)C1)C
C6B0TP,C1CCN(C1)CCN2C3=CC=CC=C3N=C2NC(=O)C4=CC=C(C=C4)Cl
C7ZB8J,CCC1=CC=CC=C1NC2=NC(=CS2)C3=C(N=C(S3)NC(=O)C)C
CB6L7E,CC1=C2C(=NN1)CC(CC2=O)(C)C
CX8KH4,CC1=CC(=CC=C1)COC2=CC=C(C=C2)C3C4=C(CC(CC4=O)(C)C)OC5=C3C(=O)CC(C5)(C)C
C7DFA2,CCC(=O)N(C1=CC=CC=C1)C2(CCNCC2)C(=O)OC
CP69WS,C1CNC(C2=CC=CC=C21)CNC(=O)C3=CC=CC=C3
CGET70,C1CCC(CC1)C(=O)NCC2C3=CC=CC=C3CCN2
C1MCQ6,CC1=NN(C2=C1C(=O)CC(C2)(C)C)C3=CC=CC=C3
C2UGQ1,CC1=NN(C2=C1C(=O)CC(C2)(C)C)C3=CC=C(C=C3)Br
C5K7GJ,C[C@H]1[C@H]2C(=O)C3=C([C@@]1(CCN2CC4CC4)C)C=C(C=C3)O
CZHC01,CC1=C(SC(=N1)C)C2=CSC(=N2)N
CDIN98,CCC1(CC(CCO1)(CCNCC2=CC=CC=C2O)C3=CC=CC=C3OC)C
CC3DM1,CC1(CC2=C(C(C3=C(O2)CC(CC3=O)(C)C)C4=CC=C(C=C4)OCC5=CC=CC=C5Cl)C(=O)C1)C
CT52BI,CC1=NN(C2=C1C(=O)CC(C2)(C)C)C3=CC=C(C=C3)C(=O)OC
CXO48E,CC1=CC=C(C=C1)COC2=CC=C(C=C2)C3C4=C(CC(CC4=O)(C)C)OC5=C3C(=O)CC(C5)(C)C
CK07BP,C1CCC(CC1)C(=O)NCC2C3=CC=CC=C3CCN2S(=O)(=O)C4=C(C=C(C=C4)Br)OC(F)(F)F
CJS15P,CC1=NN(C2=C1C(=O)CC(C2)(C)C)C3=C(C=CC(=C3)Cl)Cl
C14LHW,CC1(CC2=C(C(C3=C(O2)CC(CC3=O)(C)C)C4=CC=C(C=C4)OCC5=CC=CC=C5)C(=O)C1)C
CY7P2R,CN1CC[C@]23C=C(C(=O)C=C2[C@H]1CC4=C3C(=C(C=C4)OC)O)OC
CHM93P,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CC4=CC=C(C=C4)Cl
CJF8C2,CC1=CC(=CC(=C1C[C@@H](C(=O)N2CC3=CC=CC=C3C[C@H]2CNC(=O)NC4=CC=CC=C4)N)C)O
